date,ticker,quarter,year,period_start,period_end,close,volume,eps,rev,GS,JPM,MS
2022-09-16,AAPL,Q3,2022,2022-07-01,2022-09-30,163.4012007799592,2914075,1.35,78.6,Sell,,Hold
2022-09-19,AAPL,Q3,2022,2022-07-01,2022-09-30,159.27591058896397,2070556,1.35,78.6,Sell,,Hold
2022-09-20,AAPL,Q3,2022,2022-07-01,2022-09-30,158.40400781768463,1861801,1.35,78.6,Sell,,Hold
2022-09-21,AAPL,Q3,2022,2022-07-01,2022-09-30,156.86227701106242,3476349,1.35,78.6,Sell,,Hold
2022-09-22,AAPL,Q3,2022,2022-07-01,2022-09-30,156.3066775709721,4677796,1.35,78.6,Sell,,Hold
2022-09-23,AAPL,Q3,2022,2022-07-01,2022-09-30,156.91994984522486,2253289,1.35,78.6,Sell,,Hold
2022-09-26,AAPL,Q3,2022,2022-07-01,2022-09-30,157.19824644663433,1079611,1.35,78.6,Sell,,Hold
2022-09-27,AAPL,Q3,2022,2022-07-01,2022-09-30,157.15114432319692,4343315,1.35,78.6,Sell,,Hold
2022-09-28,AAPL,Q3,2022,2022-07-01,2022-09-30,157.46510309319143,2414084,1.35,78.6,Sell,,Hold
2022-09-29,AAPL,Q3,2022,2022-07-01,2022-09-30,157.26663678850267,2354842,1.35,78.6,Sell,,Hold
2022-09-30,AAPL,Q3,2022,2022-07-01,2022-09-30,157.57678726480472,3040420,1.35,78.6,Sell,,Hold
2022-10-03,AAPL,Q4,2022,2022-10-01,2022-12-31,152.5667686691301,3628900,2.21,78.8,Sell,,Hold
2022-10-04,AAPL,Q4,2022,2022-10-01,2022-12-31,152.1564689966885,2174558,2.21,78.8,Sell,,Hold
2022-10-05,AAPL,Q4,2022,2022-10-01,2022-12-31,151.9878959031834,1976032,2.21,78.8,Sell,,Hold
2022-10-06,AAPL,Q4,2022,2022-10-01,2022-12-31,151.4701034174751,4045103,2.21,78.8,Sell,Buy,Hold
2022-10-07,AAPL,Q4,2022,2022-10-01,2022-12-31,151.14033947350117,3172511,2.21,78.8,Sell,Buy,Hold
2022-10-10,AAPL,Q4,2022,2022-10-01,2022-12-31,152.20707159345883,1443216,2.21,78.8,Sell,Buy,Hold
2022-10-11,AAPL,Q4,2022,2022-10-01,2022-12-31,151.29943001566718,4019690,2.21,78.8,Sell,Buy,Hold
2022-10-12,AAPL,Q4,2022,2022-10-01,2022-12-31,154.66598783231353,4231510,2.21,78.8,Sell,Buy,Hold
2022-10-13,AAPL,Q4,2022,2022-10-01,2022-12-31,155.73422116997983,2862639,2.21,78.8,Sell,Buy,Hold
2022-10-14,AAPL,Q4,2022,2022-10-01,2022-12-31,155.7243989316517,2286060,2.21,78.8,Sell,Buy,Hold
2022-10-17,AAPL,Q4,2022,2022-10-01,2022-12-31,155.4029076172787,1012328,2.21,78.8,Sell,Buy,Hold
2022-10-18,AAPL,Q4,2022,2022-10-01,2022-12-31,155.26850761986367,2078500,2.21,78.8,Sell,Buy,Hold
2022-10-19,AAPL,Q4,2022,2022-10-01,2022-12-31,153.85380829050504,3084602,2.21,78.8,Sell,Buy,Hold
2022-10-20,AAPL,Q4,2022,2022-10-01,2022-12-31,153.70740525902684,1480120,2.21,78.8,Sell,Buy,Hold
2022-10-21,AAPL,Q4,2022,2022-10-01,2022-12-31,154.13635989678622,1978512,2.21,78.8,Sell,Buy,Hold
2022-10-24,AAPL,Q4,2022,2022-10-01,2022-12-31,155.03223773208327,1599663,2.21,78.8,Sell,Buy,Hold
2022-10-25,AAPL,Q4,2022,2022-10-01,2022-12-31,155.9335536627735,1692109,2.21,78.8,Sell,Buy,Hold
2022-10-26,AAPL,Q4,2022,2022-10-01,2022-12-31,155.50551589556136,3234255,2.21,78.8,Sell,Buy,Hold
2022-10-27,AAPL,Q4,2022,2022-10-01,2022-12-31,153.3189482207076,2837180,2.21,78.8,Sell,Buy,Hold
2022-10-28,AAPL,Q4,2022,2022-10-01,2022-12-31,152.29651150164264,4200279,2.21,78.8,Sell,Buy,Hold
2022-10-31,AAPL,Q4,2022,2022-10-01,2022-12-31,154.77172425624727,1908774,2.21,78.8,Sell,Buy,Hold
2022-11-01,AAPL,Q4,2022,2022-10-01,2022-12-31,156.16480122819158,2722050,2.21,78.8,Sell,Buy,Hold
2022-11-02,AAPL,Q4,2022,2022-10-01,2022-12-31,156.74308498709323,1945958,2.21,78.8,Sell,Buy,Hold
2022-11-03,AAPL,Q4,2022,2022-10-01,2022-12-31,155.55433956858204,4011604,2.21,78.8,Sell,Buy,Hold
2022-11-04,AAPL,Q4,2022,2022-10-01,2022-12-31,155.56000986867272,3286140,2.21,78.8,Sell,Buy,Hold
2022-11-07,AAPL,Q4,2022,2022-10-01,2022-12-31,153.6189039713019,1366482,2.21,78.8,Sell,Buy,Hold
2022-11-08,AAPL,Q4,2022,2022-10-01,2022-12-31,152.77336017276895,2126095,2.21,78.8,Sell,Buy,Hold
2022-11-09,AAPL,Q4,2022,2022-10-01,2022-12-31,152.39921368572703,3540827,2.21,78.8,Sell,Buy,Hold
2022-11-10,AAPL,Q4,2022,2022-10-01,2022-12-31,151.84907263762435,2682500,2.21,78.8,Sell,Buy,Hold
